DEF_File,NumInstances,NumMacros,NumNets,NumValidPins,NumMissingPins,NumMovableInstances,NumFixedInstances,DieWidth,DieHeight,PinDensity,CellDensity,MacroDensity,AvgNetDegree,RentsExponent,NetSkewness,HPWL,TotalWirelength
6355-RISCY-FPU-b-2-c2-u0.8-m3-p6-f1.def,46562,359,59444,181205,27244,46548,14,1245720,1241400,0.1172,0.0518,0.1177,3.51,0.0474,10.6877,1470709537,56446880180
6469-RISCY-FPU-b-2-c5-u0.8-m3-p8-f0.def,44525,234,50524,178652,8894,44511,14,1234380,1233000,0.1174,0.0461,0.1158,3.71,0.0475,8.9594,1473376095,1.05E+11
6349-RISCY-FPU-b-2-c2-u0.8-m2-p7-f1.def,45801,356,59657,178341,31249,45787,14,1245720,1241400,0.1153,0.0511,0.1175,3.51,0.0474,10.5488,1409122497,71642616855
6424-RISCY-FPU-b-2-c5-u0.75-m1-p3-f0.def,44530,232,50746,178629,9413,44516,14,1271760,1268700,0.1107,0.0435,0.1092,3.71,0.0476,8.8982,1515083507,94761146161
6334-RISCY-FPU-b-2-c2-u0.75-m2-p8-f1.def,46382,347,58388,180583,26006,46368,14,1281840,1279200,0.1101,0.0471,0.1103,3.54,0.0474,10.4028,1541788607,79143995650
6352-RISCY-FPU-b-2-c2-u0.8-m3-p3-f1.def,45937,365,59852,179419,29792,45923,14,1245720,1241400,0.116,0.051,0.1179,3.5,0.0474,10.8785,1704629999,57595955207
6659-RISCY-FPU-b-2-c20-u0.8-m1-p2-f1.def,43626,151,48661,177100,7007,43612,14,1232700,1230900,0.1167,0.0454,0.1161,3.78,0.0481,8.6223,1648950813,1.13E+11
6475-RISCY-FPU-b-2-c5-u0.85-m1-p6-f0.def,44587,227,50893,178706,9613,44573,14,1201620,1199400,0.124,0.0487,0.1224,3.7,0.0476,8.9685,1601117633,1.06E+11
6387-RISCY-FPU-b-2-c2-u0.9-m1-p6-f1.def,47811,330,57257,185712,17170,47797,14,1180200,1178400,0.1335,0.0539,0.1272,3.54,0.0467,10.1025,3078290085,99246842754
6291-RISCY-FPU-b-2-c2-u0.7-m1-p5-f0.def,46256,345,58491,180018,26938,46242,14,1323420,1319100,0.1031,0.0443,0.104,3.54,0.0475,10.4728,1489236022,74226295238
6518-RISCY-FPU-b-2-c5-u0.7-m1-p1-f1.def,44501,231,50798,178536,9583,44487,14,1312500,1308600,0.1039,0.0409,0.1026,3.7,0.0475,9.0194,1665736872,1.13E+11
6517-RISCY-FPU-b-2-c5-u0.9-m3-p8-f0.def,44347,256,51146,178133,10743,44333,14,1172220,1167900,0.1301,0.0513,0.1289,3.69,0.0476,8.9704,1467163336,95581400293
6378-RISCY-FPU-b-2-c2-u0.85-m3-p5-f1.def,45984,363,59376,179844,28463,45970,14,1210440,1209900,0.1228,0.0538,0.1228,3.51,0.0472,10.6388,3150805340,84115702644
6638-RISCY-FPU-b-2-c20-u0.7-m2-p2-f1.def,43623,149,48534,177092,6760,43609,14,1310400,1306500,0.1034,0.0402,0.1029,3.79,0.0481,8.5952,1520695988,1.17E+11
6503-RISCY-FPU-b-2-c5-u0.9-m2-p2-f0.def,44365,298,51585,178162,11551,44351,14,1172220,1167900,0.1301,0.0516,0.1294,3.68,0.0476,9.1389,1769397837,95122123109
6665-RISCY-FPU-b-2-c20-u0.8-m1-p8-f1.def,43649,152,48597,177148,6831,43635,14,1232700,1230900,0.1167,0.0454,0.116,3.79,0.048,8.6703,1592862019,1.22E+11
6553-RISCY-FPU-b-2-c5-u0.75-m3-p4-f1.def,44330,280,51036,178139,10557,44316,14,1271760,1268700,0.1104,0.0439,0.1095,3.7,0.0477,9.1753,1629941974,1.02E+11
6411-RISCY-FPU-b-2-c5-u0.7-m1-p6-f0.def,44492,219,50663,178565,9263,44478,14,1312500,1308600,0.104,0.0408,0.1026,3.71,0.0476,8.9325,1492151302,98439403611
6454-RISCY-FPU-b-2-c5-u0.8-m2-p1-f0.def,44544,236,51121,178630,10157,44530,14,1234380,1233000,0.1174,0.0461,0.1158,3.69,0.0474,8.9948,1441263216,1.09E+11
6401-RISCY-FPU-b-2-c2-u0.9-m3-p4-f1.def,46988,344,56981,183773,18567,46974,14,1180200,1178400,0.1321,0.0548,0.1276,3.55,0.0469,10.1373,3945717802,99213201844
6561-RISCY-FPU-b-2-c5-u0.8-m1-p4-f1.def,44606,236,50878,178766,9532,44592,14,1234380,1233000,0.1175,0.0461,0.1158,3.7,0.0476,8.9853,1663495824,1.12E+11
6590-RISCY-FPU-b-2-c5-u0.85-m2-p1-f1.def,44574,216,50376,178698,8590,44560,14,1201620,1199400,0.124,0.0486,0.1223,3.72,0.0476,9.0039,1465628409,1.05E+11
6361-RISCY-FPU-b-2-c2-u0.85-m1-p4-f1.def,45615,352,60107,178903,31257,45601,14,1210440,1209900,0.1222,0.0513,0.1224,3.5,0.0472,10.4834,2133171688,72449790450
6491-RISCY-FPU-b-2-c5-u0.85-m3-p6-f0.def,44469,260,50440,178456,8995,44455,14,1201620,1199400,0.1238,0.0488,0.1224,3.72,0.0476,8.934,1341461839,1.01E+11
6326-RISCY-FPU-b-2-c2-u0.75-m1-p8-f1.def,45811,359,60529,178598,32770,45797,14,1281840,1279200,0.1089,0.0495,0.1114,3.49,0.0473,10.8593,1462356319,70804754201
6428-RISCY-FPU-b-2-c5-u0.75-m1-p7-f0.def,44548,227,50689,178660,9254,44534,14,1271760,1268700,0.1107,0.0435,0.1093,3.71,0.0477,8.8087,1435358927,84052204562
6464-RISCY-FPU-b-2-c5-u0.8-m3-p3-f0.def,44564,225,50709,178703,9227,44550,14,1234380,1233000,0.1174,0.0462,0.1158,3.71,0.0475,8.9849,1597776906,1.08E+11
6474-RISCY-FPU-b-2-c5-u0.85-m1-p5-f0.def,44566,228,50851,178676,9582,44552,14,1201620,1199400,0.124,0.0487,0.1222,3.7,0.0475,8.9991,1517589824,1.06E+11
6444-RISCY-FPU-b-2-c5-u0.75-m3-p7-f0.def,44488,251,50635,178526,9262,44474,14,1271760,1268700,0.1106,0.0436,0.1093,3.71,0.0476,9.0009,1530282875,1.09E+11
6556-RISCY-FPU-b-2-c5-u0.75-m3-p7-f1.def,44554,236,50494,178683,8814,44540,14,1271760,1268700,0.1107,0.0435,0.1092,3.71,0.0476,8.9813,1571534562,1.13E+11
6363-RISCY-FPU-b-2-c2-u0.85-m1-p6-f1.def,46933,353,58388,182932,22835,46919,14,1210440,1209900,0.1249,0.0528,0.1226,3.52,0.0471,10.368,1847367461,80785962498
6634-RISCY-FPU-b-2-c20-u0.7-m1-p5-f1.def,43628,147,48718,177099,7120,43614,14,1310400,1306500,0.1034,0.0402,0.1029,3.78,0.0481,8.5857,1588890513,1.10E+11
6295-RISCY-FPU-b-2-c2-u0.7-m1-p1-f1.def,45994,339,59069,179045,29158,45980,14,1323420,1319100,0.1026,0.0443,0.1043,3.52,0.0475,10.5408,1573396313,68909063152
6445-RISCY-FPU-b-2-c5-u0.75-m3-p8-f0.def,44428,264,50847,178391,9836,44414,14,1271760,1268700,0.1106,0.0437,0.1095,3.7,0.0476,9.087,1533592322,1.06E+11
6332-RISCY-FPU-b-2-c2-u0.75-m2-p6-f1.def,45140,358,62388,175976,39732,45126,14,1281840,1279200,0.1073,0.049,0.1112,3.46,0.0473,11.2597,1482451938,67563026431
6301-RISCY-FPU-b-2-c2-u0.7-m1-p7-f1.def,45785,346,60655,178345,33307,45771,14,1323420,1319100,0.1022,0.0459,0.1051,3.49,0.0475,10.9582,1520491007,60366227296
6513-RISCY-FPU-b-2-c5-u0.9-m3-p4-f0.def,44316,262,50997,178108,10446,44302,14,1172220,1167900,0.1301,0.0512,0.129,3.7,0.0476,9.0193,1601139850,1.02E+11
6328-RISCY-FPU-b-2-c2-u0.75-m2-p2-f1.def,46218,353,58965,179735,28129,46204,14,1281840,1279200,0.1096,0.0476,0.1109,3.53,0.0474,10.5637,1586245775,82152024915
6621-RISCY-FPU-b-2-c5-u0.9-m2-p8-f1.def,44593,250,51190,178753,10157,44579,14,1172220,1167900,0.1306,0.0514,0.1289,3.69,0.0474,9.1398,1863084609,1.19E+11
6350-RISCY-FPU-b-2-c2-u0.8-m2-p8-f1.def,45459,353,60864,177021,35383,45445,14,1245720,1241400,0.1145,0.0503,0.1176,3.49,0.0474,10.9108,1412161454,66249003032
6675-RISCY-FPU-b-2-c20-u0.9-m1-p1-f1.def,43566,153,48879,176933,7591,43552,14,1168440,1167900,0.1297,0.0504,0.129,3.78,0.0481,8.6897,1676098643,1.10E+11
6310-RISCY-FPU-b-2-c2-u0.7-m2-p8-f1.def,45960,361,60831,178949,33265,45946,14,1323420,1319100,0.1025,0.0466,0.1054,3.49,0.0473,10.9101,1450677269,72915884565
6546-RISCY-FPU-b-2-c5-u0.75-m2-p5-f1.def,44589,233,50818,178748,9437,44575,14,1271760,1268700,0.1108,0.0436,0.1092,3.7,0.0477,8.9343,1650864987,1.09E+11
6407-RISCY-FPU-b-2-c5-u0.7-m1-p2-f0.def,44504,241,50935,178550,9848,44490,14,1312500,1308600,0.104,0.0409,0.1026,3.7,0.0476,8.9114,1583536785,1.01E+11
6579-RISCY-FPU-b-2-c5-u0.8-m3-p6-f1.def,44578,231,50535,178749,8820,44564,14,1234380,1233000,0.1174,0.0461,0.1158,3.71,0.0475,8.9872,1574036340,1.10E+11
6655-RISCY-FPU-b-2-c20-u0.75-m2-p6-f1.def,43633,154,48508,177102,6695,43619,14,1269660,1266600,0.1101,0.0428,0.1096,3.79,0.0479,8.7016,1569344869,1.41E+11
6572-RISCY-FPU-b-2-c5-u0.8-m2-p7-f1.def,44555,226,50815,178628,9507,44541,14,1234380,1233000,0.1174,0.0461,0.1158,3.7,0.0474,9.0005,1475227817,1.23E+11
6663-RISCY-FPU-b-2-c20-u0.8-m1-p6-f1.def,43604,150,48558,177058,6842,43590,14,1232700,1230900,0.1167,0.0454,0.116,3.79,0.048,8.6273,1611443651,1.18E+11
6599-RISCY-FPU-b-2-c5-u0.85-m3-p2-f1.def,44493,234,50250,178562,8450,44479,14,1201620,1199400,0.1239,0.0486,0.1223,3.72,0.0476,8.9466,1421366787,1.02E+11
6645-RISCY-FPU-b-2-c20-u0.75-m1-p1-f1.def,43607,147,48459,177080,6631,43593,14,1269660,1266600,0.1101,0.0428,0.1095,3.79,0.0481,8.5967,1588762920,1.05E+11
6673-RISCY-FPU-b-2-c20-u0.85-m1-p7-f1.def,43649,150,48554,177132,6755,43635,14,1199940,1197300,0.1233,0.048,0.1225,3.79,0.0481,8.707,1590611950,1.16E+11
6337-RISCY-FPU-b-2-c2-u0.8-m1-p3-f1.def,46737,333,57564,181879,22606,46723,14,1245720,1241400,0.1176,0.0497,0.1157,3.55,0.0475,10.29,1640819889,66064371292
6648-RISCY-FPU-b-2-c20-u0.75-m1-p4-f1.def,43642,151,48510,177129,6675,43628,14,1269660,1266600,0.1101,0.0428,0.1095,3.79,0.048,8.6658,1641443671,1.18E+11
6550-RISCY-FPU-b-2-c5-u0.75-m3-p1-f1.def,44503,239,50656,178587,9231,44489,14,1271760,1268700,0.1107,0.0436,0.1093,3.71,0.0477,9.0235,1631987503,1.05E+11
6539-RISCY-FPU-b-2-c5-u0.75-m1-p6-f1.def,44488,231,50595,178514,9201,44474,14,1271760,1268700,0.1106,0.0435,0.1092,3.71,0.0477,8.866,1504230661,93823024033
6417-RISCY-FPU-b-2-c5-u0.7-m2-p4-f0.def,44592,220,50833,178735,9457,44578,14,1312500,1308600,0.1041,0.041,0.1026,3.7,0.0476,8.8998,1605126354,1.10E+11
6450-RISCY-FPU-b-2-c5-u0.8-m1-p5-f0.def,44539,219,50761,178643,9399,44525,14,1234380,1233000,0.1174,0.046,0.1158,3.7,0.0474,9.0114,1476787100,1.23E+11
6362-RISCY-FPU-b-2-c2-u0.85-m1-p5-f1.def,46994,354,57801,183303,21133,46980,14,1210440,1209900,0.1252,0.0529,0.1227,3.54,0.0473,10.3601,1766119092,77540528486
6534-RISCY-FPU-b-2-c5-u0.75-m1-p1-f1.def,44529,233,50653,178609,9227,44515,14,1271760,1268700,0.1107,0.0435,0.1092,3.71,0.0476,8.9727,1608905598,1.09E+11
6679-RISCY-FPU-b-2-c20-u0.9-m1-p7-f1.def,43513,179,48931,176806,7814,43499,14,1168440,1167900,0.1296,0.0504,0.1291,3.77,0.0479,8.7191,1766540208,1.12E+11
6480-RISCY-FPU-b-2-c5-u0.85-m2-p3-f0.def,44520,233,50596,178540,9266,44506,14,1201620,1199400,0.1239,0.0486,0.1223,3.71,0.0476,8.9766,1447190268,96161755362
6379-RISCY-FPU-b-2-c2-u0.85-m3-p6-f1.def,46066,364,59349,180416,27852,46052,14,1210440,1209900,0.1232,0.0538,0.1228,3.51,0.0474,10.7972,2470736545,72502375763
6412-RISCY-FPU-b-2-c5-u0.7-m1-p7-f0.def,44560,224,50986,178702,9764,44546,14,1312500,1308600,0.104,0.0409,0.1026,3.7,0.0476,8.9173,1566958525,1.01E+11
6375-RISCY-FPU-b-2-c2-u0.85-m3-p2-f1.def,45925,361,58903,180324,26467,45911,14,1210440,1209900,0.1231,0.0529,0.1229,3.51,0.0472,10.6748,2180681674,70677724362
6666-RISCY-FPU-b-2-c20-u0.8-m2-p6-f1.def,43617,150,48368,177086,6437,43603,14,1232700,1230900,0.1167,0.0453,0.1161,3.79,0.048,8.67,1405031007,1.32E+11
6650-RISCY-FPU-b-2-c20-u0.75-m1-p6-f1.def,43638,144,48406,177116,6482,43624,14,1269660,1266600,0.1101,0.0428,0.1096,3.79,0.048,8.649,1524837595,1.16E+11
6292-RISCY-FPU-b-2-c2-u0.7-m1-p6-f0.def,46339,344,58245,180465,25822,46325,14,1323420,1319100,0.1034,0.044,0.1037,3.54,0.0475,10.2409,1466225567,75621608690
6314-RISCY-FPU-b-2-c2-u0.7-m3-p4-f1.def,45589,359,61008,178174,34158,45575,14,1323420,1319100,0.1021,0.0465,0.1055,3.48,0.0475,11.0383,1532618490,65343308672
6515-RISCY-FPU-b-2-c5-u0.9-m3-p6-f0.def,44265,240,50779,177947,10225,44251,14,1172220,1167900,0.13,0.051,0.1288,3.71,0.0475,9.0291,1382254652,1.11E+11
6533-RISCY-FPU-b-2-c5-u0.7-m2-p8-f1.def,44582,224,50820,178729,9473,44568,14,1312500,1308600,0.1041,0.041,0.1025,3.7,0.0476,8.984,1632642509,1.12E+11
6405-RISCY-FPU-b-2-c2-u0.9-m3-p8-f1.def,47157,347,57094,184046,18530,47143,14,1180200,1178400,0.1323,0.0546,0.1277,3.55,0.047,10.221,3765942170,88136924717
6465-RISCY-FPU-b-2-c5-u0.8-m3-p4-f0.def,44498,246,50634,178559,9230,44484,14,1234380,1233000,0.1173,0.0462,0.116,3.71,0.0475,8.9635,1533739247,1.05E+11
6312-RISCY-FPU-b-2-c2-u0.7-m3-p2-f1.def,45552,355,60997,178089,34412,45538,14,1323420,1319100,0.102,0.0464,0.1048,3.48,0.0475,11.1647,1509228225,69213264837
6505-RISCY-FPU-b-2-c5-u0.9-m2-p4-f0.def,44314,240,51271,178020,11111,44300,14,1172220,1167900,0.13,0.0511,0.1289,3.69,0.0477,9.0703,1814142841,83438381240
6608-RISCY-FPU-b-2-c5-u0.9-m1-p3-f1.def,44158,245,51635,177504,12598,44144,14,1172220,1167900,0.1297,0.0513,0.1289,3.68,0.0477,9.1097,1969110888,88958185487
6631-RISCY-FPU-b-2-c20-u0.7-m1-p2-f1.def,43579,151,48684,176969,7170,43565,14,1310400,1306500,0.1034,0.0402,0.1028,3.78,0.0481,8.6012,1641805859,1.15E+11
6359-RISCY-FPU-b-2-c2-u0.85-m1-p2-f1.def,46696,359,58285,182282,23148,46682,14,1210440,1209900,0.1245,0.0531,0.1227,3.52,0.0473,10.4383,2139472567,76350449707
6584-RISCY-FPU-b-2-c5-u0.85-m1-p3-f1.def,44622,230,50757,178794,9237,44608,14,1201620,1199400,0.1241,0.0487,0.1223,3.7,0.0475,9.0846,1679865414,1.23E+11
6393-RISCY-FPU-b-2-c2-u0.9-m2-p4-f1.def,46712,341,57175,182978,20155,46698,14,1180200,1178400,0.1316,0.0539,0.1279,3.55,0.0472,10.1186,2319755253,76152838598
6331-RISCY-FPU-b-2-c2-u0.75-m2-p5-f1.def,46115,351,59240,179266,29181,46101,14,1281840,1279200,0.1093,0.0478,0.1108,3.52,0.0475,10.7447,1557334308,68707566642
6511-RISCY-FPU-b-2-c5-u0.9-m3-p2-f0.def,44313,253,51042,178098,10595,44299,14,1172220,1167900,0.1301,0.0512,0.129,3.7,0.0476,9.0624,1591229754,1.00E+11
6616-RISCY-FPU-b-2-c5-u0.9-m2-p3-f1.def,44158,245,51635,177504,12598,44144,14,1172220,1167900,0.1297,0.0513,0.1289,3.68,0.0477,9.1097,1969110888,88958185487
6415-RISCY-FPU-b-2-c5-u0.7-m2-p2-f0.def,44599,223,50806,178769,9368,44585,14,1312500,1308600,0.1041,0.0409,0.1025,3.7,0.0476,9.0213,1569785336,1.10E+11
6647-RISCY-FPU-b-2-c20-u0.75-m1-p3-f1.def,43562,142,48414,176950,6655,43548,14,1269660,1266600,0.11,0.0427,0.1096,3.79,0.0481,8.6223,1599588365,1.12E+11
6512-RISCY-FPU-b-2-c5-u0.9-m3-p3-f0.def,44412,253,51132,178290,10592,44398,14,1172220,1167900,0.1302,0.0512,0.1289,3.69,0.0476,9.0391,1557295835,1.01E+11
6354-RISCY-FPU-b-2-c2-u0.8-m3-p5-f1.def,45534,355,60198,177830,32631,45520,14,1245720,1241400,0.115,0.0509,0.1174,3.5,0.0476,10.9074,1441099626,52175728839
6633-RISCY-FPU-b-2-c20-u0.7-m1-p4-f1.def,43643,145,48678,177120,7015,43629,14,1310400,1306500,0.1035,0.0403,0.1028,3.78,0.0481,8.6222,1688218705,1.13E+11
6365-RISCY-FPU-b-2-c2-u0.85-m1-p8-f1.def,46970,353,58397,183117,22560,46956,14,1210440,1209900,0.125,0.0532,0.1226,3.52,0.0471,10.371,2087843692,78654401307
6552-RISCY-FPU-b-2-c5-u0.75-m3-p3-f1.def,44521,256,50768,178601,9444,44507,14,1271760,1268700,0.1107,0.0437,0.1093,3.7,0.0477,9.0178,1650301739,1.05E+11
6676-RISCY-FPU-b-2-c20-u0.9-m1-p2-f1.def,43539,154,48554,176883,6996,43525,14,1168440,1167900,0.1296,0.0503,0.1292,3.79,0.048,8.636,1444179479,1.13E+11
6342-RISCY-FPU-b-2-c2-u0.8-m1-p8-f1.def,46910,331,57667,182103,22712,46896,14,1245720,1241400,0.1178,0.0493,0.1159,3.55,0.0472,10.0786,1574911764,81461719407
6671-RISCY-FPU-b-2-c20-u0.85-m1-p5-f1.def,43626,159,48541,177099,6767,43612,14,1199940,1197300,0.1233,0.048,0.1225,3.79,0.048,8.6962,1580861560,1.23E+11
6343-RISCY-FPU-b-2-c2-u0.8-m2-p1-f1.def,45771,353,60100,178596,32245,45757,14,1245720,1241400,0.1155,0.0504,0.1176,3.51,0.0473,10.658,1478494642,72721310715
6388-RISCY-FPU-b-2-c2-u0.9-m1-p7-f1.def,46927,335,56392,183493,17726,46913,14,1180200,1178400,0.1319,0.0538,0.1273,3.57,0.0471,9.8776,2972572293,1.01E+11
6521-RISCY-FPU-b-2-c5-u0.7-m1-p4-f1.def,44599,222,50839,178764,9448,44585,14,1312500,1308600,0.1041,0.0409,0.1026,3.7,0.0476,8.9389,1643324014,1.08E+11
6416-RISCY-FPU-b-2-c5-u0.7-m2-p3-f0.def,44570,229,50876,178685,9569,44556,14,1312500,1308600,0.104,0.041,0.1025,3.7,0.0476,8.9413,1629387732,1.07E+11
6341-RISCY-FPU-b-2-c2-u0.8-m1-p7-f1.def,46549,340,58627,180951,26171,46535,14,1245720,1241400,0.117,0.0501,0.1166,3.53,0.0475,10.5005,1549487083,65732261562
6317-RISCY-FPU-b-2-c2-u0.7-m3-p7-f1.def,45457,363,61215,177925,34953,45443,14,1323420,1319100,0.1019,0.0465,0.1055,3.48,0.0474,11.142,1449934349,68690675630
6376-RISCY-FPU-b-2-c2-u0.85-m3-p3-f1.def,45619,371,59353,179878,27788,45605,14,1210440,1209900,0.1228,0.053,0.1232,3.5,0.0473,10.7565,2670426881,69716932124
6313-RISCY-FPU-b-2-c2-u0.7-m3-p3-f1.def,44964,362,62851,176220,40177,44950,14,1323420,1319100,0.1009,0.0472,0.1052,3.44,0.0473,11.5588,1464228002,68699552931
6641-RISCY-FPU-b-2-c20-u0.7-m2-p5-f1.def,43651,149,48571,177162,6771,43637,14,1310400,1306500,0.1035,0.0402,0.1029,3.79,0.048,8.6676,1504812668,1.26E+11
6612-RISCY-FPU-b-2-c5-u0.9-m1-p7-f1.def,44353,278,51490,178146,11420,44339,14,1172220,1167900,0.1301,0.0518,0.1291,3.68,0.0475,9.1972,1686864119,1.08E+11
6603-RISCY-FPU-b-2-c5-u0.85-m3-p6-f1.def,44482,254,50423,178494,8923,44468,14,1201620,1199400,0.1238,0.0488,0.1223,3.72,0.0476,8.9275,1358735557,1.01E+11
6628-RISCY-FPU-b-2-c5-u0.9-m3-p7-f1.def,44432,235,50882,178342,9963,44418,14,1172220,1167900,0.1303,0.0512,0.1288,3.7,0.0475,9.0454,1490696417,1.12E+11
6574-RISCY-FPU-b-2-c5-u0.8-m3-p1-f1.def,44442,262,50863,178429,9852,44428,14,1234380,1233000,0.1172,0.0464,0.1158,3.7,0.0477,9.0003,1579191102,95352421229
6402-RISCY-FPU-b-2-c2-u0.9-m3-p5-f1.def,46808,343,56877,183437,18888,46794,14,1180200,1178400,0.1319,0.0539,0.1281,3.56,0.0472,10.601,3023837666,80407767241
6545-RISCY-FPU-b-2-c5-u0.75-m2-p4-f1.def,44638,239,50840,178842,9370,44624,14,1271760,1268700,0.1108,0.0437,0.1092,3.7,0.0477,8.9785,1707489000,1.16E+11
6468-RISCY-FPU-b-2-c5-u0.8-m3-p7-f0.def,44480,256,50740,178494,9527,44466,14,1234380,1233000,0.1173,0.0461,0.116,3.71,0.0476,9.0177,1451157955,1.01E+11
6367-RISCY-FPU-b-2-c2-u0.85-m2-p2-f1.def,46496,348,58936,181257,26506,46482,14,1210440,1209900,0.1238,0.0533,0.123,3.53,0.0474,10.5782,1660032257,81366339204
6383-RISCY-FPU-b-2-c2-u0.9-m1-p2-f1.def,46895,334,56327,183381,17705,46881,14,1180200,1178400,0.1319,0.0537,0.1272,3.57,0.0471,9.8452,3696155104,1.02E+11
6536-RISCY-FPU-b-2-c5-u0.75-m1-p3-f1.def,44520,236,50744,178593,9444,44506,14,1271760,1268700,0.1107,0.0435,0.1092,3.71,0.0476,8.8865,1598562595,97054351980
6568-RISCY-FPU-b-2-c5-u0.8-m2-p3-f1.def,44543,253,51148,178619,10236,44529,14,1234380,1233000,0.1174,0.0462,0.1159,3.69,0.0475,9.0368,1544785177,1.12E+11
6333-RISCY-FPU-b-2-c2-u0.75-m2-p7-f1.def,44972,349,62207,175083,40249,44958,14,1281840,1279200,0.1068,0.0485,0.111,3.46,0.0474,11.2503,1484006249,70647438190
6466-RISCY-FPU-b-2-c5-u0.8-m3-p5-f0.def,44540,248,50676,178636,9239,44526,14,1234380,1233000,0.1174,0.0462,0.1158,3.71,0.0477,8.9979,1460410097,97205741227
6606-RISCY-FPU-b-2-c5-u0.9-m1-p1-f1.def,43796,330,51615,176938,12825,43782,14,1172220,1167900,0.1292,0.0521,0.13,3.68,0.0477,9.1215,3689977502,1.10E+11
6583-RISCY-FPU-b-2-c5-u0.85-m1-p2-f1.def,44601,235,50928,178736,9666,44587,14,1201620,1199400,0.124,0.0487,0.1223,3.7,0.0476,9.0357,1695199039,1.03E+11
6499-RISCY-FPU-b-2-c5-u0.9-m1-p6-f0.def,44344,259,51117,178247,10525,44330,14,1172220,1167900,0.1302,0.0512,0.1291,3.69,0.0476,9.0237,1569376393,95425768766
6507-RISCY-FPU-b-2-c5-u0.9-m2-p6-f0.def,44493,269,51152,178485,10392,44479,14,1172220,1167900,0.1304,0.0515,0.129,3.69,0.0476,9.0709,1562903771,1.02E+11
6371-RISCY-FPU-b-2-c2-u0.85-m2-p6-f1.def,46619,343,58679,181507,25622,46605,14,1210440,1209900,0.1239,0.0532,0.1227,3.53,0.0473,10.4406,1562886148,78634812516
6304-RISCY-FPU-b-2-c2-u0.7-m2-p2-f1.def,45865,367,61205,178552,34514,45851,14,1323420,1319100,0.1023,0.0462,0.1049,3.48,0.0473,10.9512,1497468437,69067110701
6426-RISCY-FPU-b-2-c5-u0.75-m1-p5-f0.def,44519,224,50589,178602,9087,44505,14,1271760,1268700,0.1107,0.0435,0.1092,3.71,0.0477,8.9206,1448556464,87645242535
6384-RISCY-FPU-b-2-c2-u0.9-m1-p3-f1.def,46716,345,56223,183097,17769,46702,14,1180200,1178400,0.1317,0.0539,0.1274,3.57,0.0471,9.8721,4351969010,1.11E+11
6523-RISCY-FPU-b-2-c5-u0.7-m1-p6-f1.def,44492,215,50669,178560,9276,44478,14,1312500,1308600,0.104,0.0408,0.1026,3.71,0.0476,8.9437,1553659334,99333412114
6307-RISCY-FPU-b-2-c2-u0.7-m2-p5-f1.def,45486,363,61654,177201,36702,45472,14,1323420,1319100,0.1015,0.0461,0.1057,3.47,0.0473,11.1178,1442449107,63084310994
6299-RISCY-FPU-b-2-c2-u0.7-m1-p5-f1.def,45832,352,59524,178322,31047,45818,14,1323420,1319100,0.1021,0.0443,0.1048,3.52,0.0475,10.7074,1510074741,71726811129
6640-RISCY-FPU-b-2-c20-u0.7-m2-p4-f1.def,43604,149,48567,177006,6895,43590,14,1310400,1306500,0.1034,0.0402,0.1029,3.79,0.0481,8.6788,1581147014,1.19E+11
6487-RISCY-FPU-b-2-c5-u0.85-m3-p2-f0.def,44474,234,50290,178532,8546,44460,14,1201620,1199400,0.1239,0.0487,0.1223,3.72,0.0476,8.9481,1395258140,1.03E+11
6319-RISCY-FPU-b-2-c2-u0.75-m1-p1-f1.def,46051,352,60234,179192,31304,46037,14,1281840,1279200,0.1093,0.0492,0.1113,3.49,0.0472,10.851,1499455046,71479399583
6451-RISCY-FPU-b-2-c5-u0.8-m1-p6-f0.def,44517,218,50790,178597,9505,44503,14,1234380,1233000,0.1173,0.046,0.1157,3.7,0.0474,9.0145,1486371157,1.20E+11
6493-RISCY-FPU-b-2-c5-u0.85-m3-p8-f0.def,44521,224,50314,178574,8580,44507,14,1201620,1199400,0.1239,0.0486,0.1223,3.72,0.0476,8.9802,1349941256,1.03E+11
6528-RISCY-FPU-b-2-c5-u0.7-m2-p3-f1.def,44575,228,50851,178704,9503,44561,14,1312500,1308600,0.104,0.041,0.1025,3.7,0.0476,8.9606,1685325832,1.12E+11
6369-RISCY-FPU-b-2-c2-u0.85-m2-p4-f1.def,46236,350,58928,180609,26992,46222,14,1210440,1209900,0.1233,0.0525,0.1231,3.52,0.0473,10.4949,1807154191,74867347078
6476-RISCY-FPU-b-2-c5-u0.85-m1-p7-f0.def,44621,224,50749,178814,9223,44607,14,1201620,1199400,0.1241,0.0487,0.1223,3.71,0.0476,8.9661,1553595705,1.11E+11
6397-RISCY-FPU-b-2-c2-u0.9-m2-p8-f1.def,46634,347,57245,182413,20995,46620,14,1180200,1178400,0.1312,0.0537,0.1283,3.55,0.0471,10.1347,2645722936,91321797709
6598-RISCY-FPU-b-2-c5-u0.85-m3-p1-f1.def,44468,238,50276,178516,8553,44454,14,1201620,1199400,0.1239,0.0487,0.1223,3.72,0.0477,9.0829,1430625315,1.04E+11
6463-RISCY-FPU-b-2-c5-u0.8-m3-p2-f0.def,44532,242,50699,178611,9335,44518,14,1234380,1233000,0.1174,0.0462,0.1158,3.71,0.0476,9.0955,1502367429,1.10E+11
